dataset,prompt_source_variant,condition,prompt_template_id,feature,feature_value,feature_evidence_quote,auto_confidence,review_required,coding_basis
PHQ-8,PHQ_docx,C10,PROMPT_7219878D18E6,inference_permission,moderate,key_evidence must be extracted from the input text.,medium,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C10,PROMPT_7219878D18E6,speaker_restriction,absent,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C10,PROMPT_7219878D18E6,abstention_permission,no,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C10,PROMPT_7219878D18E6,output_rigidity,free_text,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C10,PROMPT_7219878D18E6,itemwise_reasoning_requirement,no,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C10,PROMPT_7219878D18E6,uncertainty_requirement,confidence_required,"""confidence_score"": 0.00,",high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C11,PROMPT_0FEEC210D42F,evidence_requirement,required,"""key_evidence"": ""direct quote or null"",",high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C11,PROMPT_0FEEC210D42F,evidence_quote_required,yes,"""key_evidence"": ""direct quote or null"",",high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C11,PROMPT_0FEEC210D42F,explicit_scoring_anchors,partial,Your task is to score the depressive symptoms of the participant using the Patient Health Questionnaire-8 (PHQ-8) based on this text.,medium,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C11,PROMPT_0FEEC210D42F,negation_handling,absent,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C11,PROMPT_0FEEC210D42F,missing_information_rule,unspecified,,high,yes,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C11,PROMPT_0FEEC210D42F,temporal_constraint,explicit_window,Each item is scored according to how often the symptom occurred in the past two weeks: 0=Not at all; 1=Several days; 2=More than half the days; 3=Nearly every day.,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C11,PROMPT_0FEEC210D42F,frequency_requirement,explicit,The Patient Health Questionnaire-8 (PHQ-8) includes the following symptom items and frequency criteria.,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C11,PROMPT_0FEEC210D42F,inference_permission,moderate,key_evidence must be extracted from the input text or filled as null.,medium,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C11,PROMPT_0FEEC210D42F,speaker_restriction,absent,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C11,PROMPT_0FEEC210D42F,abstention_permission,no,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C11,PROMPT_0FEEC210D42F,output_rigidity,free_text,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C11,PROMPT_0FEEC210D42F,itemwise_reasoning_requirement,yes,"Each item must include reasoning, the clinical inference basis for scoring, and confidence_score from 0.00 to 1.00.",high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C11,PROMPT_0FEEC210D42F,uncertainty_requirement,confidence_required,"Each item must include reasoning, the clinical inference basis for scoring, and confidence_score from 0.00 to 1.00.",high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C12,PROMPT_0FEEC210D42F,evidence_requirement,required,"""key_evidence"": ""direct quote or null"",",high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C12,PROMPT_0FEEC210D42F,evidence_quote_required,yes,"""key_evidence"": ""direct quote or null"",",high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C12,PROMPT_0FEEC210D42F,explicit_scoring_anchors,partial,Your task is to score the depressive symptoms of the participant using the Patient Health Questionnaire-8 (PHQ-8) based on this text.,medium,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C12,PROMPT_0FEEC210D42F,negation_handling,absent,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C12,PROMPT_0FEEC210D42F,missing_information_rule,unspecified,,high,yes,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C12,PROMPT_0FEEC210D42F,temporal_constraint,explicit_window,Each item is scored according to how often the symptom occurred in the past two weeks: 0=Not at all; 1=Several days; 2=More than half the days; 3=Nearly every day.,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C12,PROMPT_0FEEC210D42F,frequency_requirement,explicit,The Patient Health Questionnaire-8 (PHQ-8) includes the following symptom items and frequency criteria.,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C12,PROMPT_0FEEC210D42F,inference_permission,moderate,key_evidence must be extracted from the input text or filled as null.,medium,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C12,PROMPT_0FEEC210D42F,speaker_restriction,absent,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C12,PROMPT_0FEEC210D42F,abstention_permission,no,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C12,PROMPT_0FEEC210D42F,output_rigidity,free_text,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C12,PROMPT_0FEEC210D42F,itemwise_reasoning_requirement,yes,"Each item must include reasoning, the clinical inference basis for scoring, and confidence_score from 0.00 to 1.00.",high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C12,PROMPT_0FEEC210D42F,uncertainty_requirement,confidence_required,"Each item must include reasoning, the clinical inference basis for scoring, and confidence_score from 0.00 to 1.00.",high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C13,PROMPT_681A5DA7D521,evidence_requirement,required,"""key_evidence"": [""direct quote 1"", ""direct quote 2"", ""...""],",high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C13,PROMPT_681A5DA7D521,evidence_quote_required,yes,"""key_evidence"": [""direct quote 1"", ""direct quote 2"", ""...""],",high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C13,PROMPT_681A5DA7D521,explicit_scoring_anchors,partial,Severity categories are interpreted using the PHQ-8 total score: 0–4=No or minimal; 5–9=Mild; 10–14=Moderate; 15–24=Severe.,medium,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C13,PROMPT_681A5DA7D521,negation_handling,absent,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C13,PROMPT_681A5DA7D521,missing_information_rule,unspecified,,high,yes,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C13,PROMPT_681A5DA7D521,temporal_constraint,generic,"2. Based on the input text clues and PHQ-8 symptom items and severity, determine the current overall depression severity level of the participant.",high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C13,PROMPT_681A5DA7D521,frequency_requirement,absent,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C13,PROMPT_681A5DA7D521,inference_permission,moderate,key_evidence must be extracted from the input text.,medium,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C13,PROMPT_681A5DA7D521,speaker_restriction,absent,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C13,PROMPT_681A5DA7D521,abstention_permission,no,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C13,PROMPT_681A5DA7D521,output_rigidity,free_text,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C13,PROMPT_681A5DA7D521,itemwise_reasoning_requirement,no,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C13,PROMPT_681A5DA7D521,uncertainty_requirement,confidence_required,"""confidence_score"": 0.00,",high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C14,PROMPT_681A5DA7D521,evidence_requirement,required,"""key_evidence"": [""direct quote 1"", ""direct quote 2"", ""...""],",high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C14,PROMPT_681A5DA7D521,evidence_quote_required,yes,"""key_evidence"": [""direct quote 1"", ""direct quote 2"", ""...""],",high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C14,PROMPT_681A5DA7D521,explicit_scoring_anchors,partial,Severity categories are interpreted using the PHQ-8 total score: 0–4=No or minimal; 5–9=Mild; 10–14=Moderate; 15–24=Severe.,medium,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C14,PROMPT_681A5DA7D521,negation_handling,absent,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C14,PROMPT_681A5DA7D521,missing_information_rule,unspecified,,high,yes,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C14,PROMPT_681A5DA7D521,temporal_constraint,generic,"2. Based on the input text clues and PHQ-8 symptom items and severity, determine the current overall depression severity level of the participant.",high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C14,PROMPT_681A5DA7D521,frequency_requirement,absent,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C14,PROMPT_681A5DA7D521,inference_permission,moderate,key_evidence must be extracted from the input text.,medium,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C14,PROMPT_681A5DA7D521,speaker_restriction,absent,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C14,PROMPT_681A5DA7D521,abstention_permission,no,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C14,PROMPT_681A5DA7D521,output_rigidity,free_text,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C14,PROMPT_681A5DA7D521,itemwise_reasoning_requirement,no,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C14,PROMPT_681A5DA7D521,uncertainty_requirement,confidence_required,"""confidence_score"": 0.00,",high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C15,PROMPT_BDD97133A644,evidence_requirement,required,"""key_evidence"": ""direct quote or null"",",high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C15,PROMPT_BDD97133A644,evidence_quote_required,yes,"""key_evidence"": ""direct quote or null"",",high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C15,PROMPT_BDD97133A644,explicit_scoring_anchors,partial,Your task is to score the depressive symptoms of the participant using the Patient Health Questionnaire-8 (PHQ-8) based on this text.,medium,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C15,PROMPT_BDD97133A644,negation_handling,absent,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C15,PROMPT_BDD97133A644,missing_information_rule,unspecified,,high,yes,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C15,PROMPT_BDD97133A644,temporal_constraint,explicit_window,Each item is scored according to how often the symptom occurred in the past two weeks: 0=Not at all; 1=Several days; 2=More than half the days; 3=Nearly every day.,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C15,PROMPT_BDD97133A644,frequency_requirement,explicit,The Patient Health Questionnaire-8 (PHQ-8) includes the following symptom items and frequency criteria.,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C15,PROMPT_BDD97133A644,inference_permission,moderate,key_evidence must be extracted from the input text or filled as null.,medium,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C15,PROMPT_BDD97133A644,speaker_restriction,absent,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C15,PROMPT_BDD97133A644,abstention_permission,no,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C15,PROMPT_BDD97133A644,output_rigidity,free_text,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C15,PROMPT_BDD97133A644,itemwise_reasoning_requirement,yes,"Each item must include reasoning, the clinical inference basis for scoring, and confidence_score from 0.00 to 1.00.",high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C15,PROMPT_BDD97133A644,uncertainty_requirement,confidence_required,"Each item must include reasoning, the clinical inference basis for scoring, and confidence_score from 0.00 to 1.00.",high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C16,PROMPT_BDD97133A644,evidence_requirement,required,"""key_evidence"": ""direct quote or null"",",high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C16,PROMPT_BDD97133A644,evidence_quote_required,yes,"""key_evidence"": ""direct quote or null"",",high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C16,PROMPT_BDD97133A644,explicit_scoring_anchors,partial,Your task is to score the depressive symptoms of the participant using the Patient Health Questionnaire-8 (PHQ-8) based on this text.,medium,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C16,PROMPT_BDD97133A644,negation_handling,absent,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C16,PROMPT_BDD97133A644,missing_information_rule,unspecified,,high,yes,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C16,PROMPT_BDD97133A644,temporal_constraint,explicit_window,Each item is scored according to how often the symptom occurred in the past two weeks: 0=Not at all; 1=Several days; 2=More than half the days; 3=Nearly every day.,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C16,PROMPT_BDD97133A644,frequency_requirement,explicit,The Patient Health Questionnaire-8 (PHQ-8) includes the following symptom items and frequency criteria.,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C16,PROMPT_BDD97133A644,inference_permission,moderate,key_evidence must be extracted from the input text or filled as null.,medium,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C16,PROMPT_BDD97133A644,speaker_restriction,absent,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C16,PROMPT_BDD97133A644,abstention_permission,no,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C16,PROMPT_BDD97133A644,output_rigidity,free_text,,high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C16,PROMPT_BDD97133A644,itemwise_reasoning_requirement,yes,"Each item must include reasoning, the clinical inference basis for scoring, and confidence_score from 0.00 to 1.00.",high,no,prompt text/code output only; no model performance fields used
PHQ-8,PHQ_docx,C16,PROMPT_BDD97133A644,uncertainty_requirement,confidence_required,"Each item must include reasoning, the clinical inference basis for scoring, and confidence_score from 0.00 to 1.00.",high,no,prompt text/code output only; no model performance fields used
