source_path,relative_path,workspace,size_bytes,modified_at,freeze_status,reason,sha256
PDCH\分患者分析\实验一\12_全事件清洗后先评总分\Combo12_HAMD17_Full_Assessment.xlsx,分患者分析/实验一/12_全事件清洗后先评总分/Combo12_HAMD17_Full_Assessment.xlsx,分患者分析,5665,2026-04-08T03:05:29.167767+00:00,selected_in_zip,early event/full-text scoring or similarity result,370dcd9adffde198d8a8c16d62a79bd5e64419dd1c2c24912857ac42683a8763
PDCH\分患者分析\实验一\12async_combo12_hamd_total.py,分患者分析/实验一/12async_combo12_hamd_total.py,分患者分析,11800,2026-04-08T03:02:55.470503+00:00,pointer_only,non-result,nan
PDCH\分患者分析\实验一\1retry_full_text_rating.py,分患者分析/实验一/1retry_full_text_rating.py,分患者分析,7922,2026-04-08T02:14:21.367247+00:00,pointer_only,non-result,nan
PDCH\分患者分析\实验一\1全文未清洗直接评等级\001A_rating.json,分患者分析/实验一/1全文未清洗直接评等级/001A_rating.json,分患者分析,2697,2026-04-07T02:48:03.801581+00:00,selected_in_zip,early event/full-text scoring or similarity result,c39d78ee76db83f27d7f71bcebad2fb22362de5c3d50c9f8b717568fbfb4f842
PDCH\分患者分析\实验一\1全文未清洗直接评等级\001B_rating.json,分患者分析/实验一/1全文未清洗直接评等级/001B_rating.json,分患者分析,2659,2026-04-07T02:53:49.208495+00:00,selected_in_zip,early event/full-text scoring or similarity result,7490704a517629bc1e02216bae6a0918acb1b8a9fcd84ff6f4f51d02684f4f38
PDCH\分患者分析\实验一\1全文未清洗直接评等级\002A_rating.json,分患者分析/实验一/1全文未清洗直接评等级/002A_rating.json,分患者分析,3377,2026-04-07T02:52:51.570849+00:00,selected_in_zip,early event/full-text scoring or similarity result,e56498f3f515ca43d72275dce27787f63569cd21d1fa59042e1303473a0e98c5
PDCH\分患者分析\实验一\1全文未清洗直接评等级\002B_rating.json,分患者分析/实验一/1全文未清洗直接评等级/002B_rating.json,分患者分析,2959,2026-04-07T02:53:03.905944+00:00,selected_in_zip,early event/full-text scoring or similarity result,8a2790a1069c5c2b3b42026fdbd20165609bfa6c73742248e488ce33a7bd8cf8
PDCH\分患者分析\实验一\1全文未清洗直接评等级\003A_rating.json,分患者分析/实验一/1全文未清洗直接评等级/003A_rating.json,分患者分析,2253,2026-04-07T02:53:19.258826+00:00,selected_in_zip,early event/full-text scoring or similarity result,a8df49d15fb027a5fd80949c737d244155847b4fe73ce015e91fcd4395e75c46
PDCH\分患者分析\实验一\1全文未清洗直接评等级\003B_rating.json,分患者分析/实验一/1全文未清洗直接评等级/003B_rating.json,分患者分析,2456,2026-04-07T02:53:22.145712+00:00,selected_in_zip,early event/full-text scoring or similarity result,2df67c5f8b7e4e5e1a7a9b38219b1f260c570908d69be14e5a3bcc3077fd0bc1
PDCH\分患者分析\实验一\1全文未清洗直接评等级\004A_rating.json,分患者分析/实验一/1全文未清洗直接评等级/004A_rating.json,分患者分析,2782,2026-04-07T02:53:32.896472+00:00,selected_in_zip,early event/full-text scoring or similarity result,884d5d46a26dee1f83ec1e010545375a00396045d14502dc001e953a6931fc2e
PDCH\分患者分析\实验一\1全文未清洗直接评等级\004B_rating.json,分患者分析/实验一/1全文未清洗直接评等级/004B_rating.json,分患者分析,3389,2026-04-07T03:19:33.206850+00:00,selected_in_zip,early event/full-text scoring or similarity result,f2392004b3d62fc3923c9f46859d3152d0e402f4c5477cae1e94351ebad4d97c
PDCH\分患者分析\实验一\1全文未清洗直接评等级\005A_rating.json,分患者分析/实验一/1全文未清洗直接评等级/005A_rating.json,分患者分析,3331,2026-04-07T02:53:49.242570+00:00,selected_in_zip,early event/full-text scoring or similarity result,a15b7167ab56f35ae562d3df5eaf9dbde1d78eb1e5e665fca6dfd42dcee96f3e
PDCH\分患者分析\实验一\1全文未清洗直接评等级\005B_rating.json,分患者分析/实验一/1全文未清洗直接评等级/005B_rating.json,分患者分析,4522,2026-04-07T02:54:02.244658+00:00,selected_in_zip,early event/full-text scoring or similarity result,44690b8954f01ecc111c1cf29d7b75dd706df3e37c8ed5d1fabcf8e6d7687fb2
PDCH\分患者分析\实验一\1全文未清洗直接评等级\006A_rating.json,分患者分析/实验一/1全文未清洗直接评等级/006A_rating.json,分患者分析,3224,2026-04-07T02:54:04.965652+00:00,selected_in_zip,early event/full-text scoring or similarity result,f8581e7474a7f5624bb64b81babe1c10857285e83fc6f340b274ea43d027b31d
PDCH\分患者分析\实验一\1全文未清洗直接评等级\006B_rating.json,分患者分析/实验一/1全文未清洗直接评等级/006B_rating.json,分患者分析,1960,2026-04-07T02:54:08.283506+00:00,selected_in_zip,early event/full-text scoring or similarity result,13886872004711b0b33b6cd7ea25e478a5c6c866bdbf0b73fac9a6a1cc07195d
PDCH\分患者分析\实验一\1全文未清洗直接评等级\007A_rating.json,分患者分析/实验一/1全文未清洗直接评等级/007A_rating.json,分患者分析,2891,2026-04-07T02:54:17.953862+00:00,selected_in_zip,early event/full-text scoring or similarity result,558eb19177d2be8ed334dcb76b587453adb841a85a9f3e5ea182df4e16322ac3
PDCH\分患者分析\实验一\1全文未清洗直接评等级\007B_rating.json,分患者分析/实验一/1全文未清洗直接评等级/007B_rating.json,分患者分析,2296,2026-04-07T02:54:19.385823+00:00,selected_in_zip,early event/full-text scoring or similarity result,86a9a4dd48225be44a7e002800f865de024484e3202d4feae60627ef5579f549
PDCH\分患者分析\实验一\1全文未清洗直接评等级\008A_rating.json,分患者分析/实验一/1全文未清洗直接评等级/008A_rating.json,分患者分析,3782,2026-04-07T02:54:37.719809+00:00,selected_in_zip,early event/full-text scoring or similarity result,f979f05ee7b50cc9f98148c2ecf9903945f08b34e2dbdc839b7228be4c2ac0ac
PDCH\分患者分析\实验一\1全文未清洗直接评等级\008B_rating.json,分患者分析/实验一/1全文未清洗直接评等级/008B_rating.json,分患者分析,3350,2026-04-07T02:54:41.156690+00:00,selected_in_zip,early event/full-text scoring or similarity result,98325ac9c3a31a6605439fde2885143f7ce9df5154d58bb059d4203cc2099e4d
PDCH\分患者分析\实验一\1全文未清洗直接评等级\009A_rating.json,分患者分析/实验一/1全文未清洗直接评等级/009A_rating.json,分患者分析,2834,2026-04-07T02:54:50.150419+00:00,selected_in_zip,early event/full-text scoring or similarity result,0d12f93fda76c81cec8e7441bde6dc07d14b428dfb01940a0edf2245acb770f4
PDCH\分患者分析\实验一\1全文未清洗直接评等级\009B_rating.json,分患者分析/实验一/1全文未清洗直接评等级/009B_rating.json,分患者分析,2835,2026-04-07T02:54:52.513660+00:00,selected_in_zip,early event/full-text scoring or similarity result,89fcb809d6318b29ed0c5ce2250ee0eb7cf754c370f3cf78d05bd6f6fa3fba13
PDCH\分患者分析\实验一\1全文未清洗直接评等级\010A_rating.json,分患者分析/实验一/1全文未清洗直接评等级/010A_rating.json,分患者分析,3047,2026-04-07T02:47:07.837477+00:00,selected_in_zip,early event/full-text scoring or similarity result,6a4a96f7d150e35c5f9c938752db1381f5730d75a0d911e5557fad534a5f87d9
PDCH\分患者分析\实验一\1全文未清洗直接评等级\010B_rating.json,分患者分析/实验一/1全文未清洗直接评等级/010B_rating.json,分患者分析,3186,2026-04-07T03:17:55.896178+00:00,selected_in_zip,early event/full-text scoring or similarity result,ca9583ec01b63af38e4ca29f0523d99a130864ffc08e8745b677022fe5fc4b66
PDCH\分患者分析\实验一\1全文未清洗直接评等级\011A_rating.json,分患者分析/实验一/1全文未清洗直接评等级/011A_rating.json,分患者分析,3154,2026-04-07T02:47:06.532357+00:00,selected_in_zip,early event/full-text scoring or similarity result,0db2c025ae2382360f6400c0a849001b5f51690557421a377e8370062a23e82f
PDCH\分患者分析\实验一\1全文未清洗直接评等级\011B_rating.json,分患者分析/实验一/1全文未清洗直接评等级/011B_rating.json,分患者分析,3262,2026-04-07T02:47:16.580000+00:00,selected_in_zip,early event/full-text scoring or similarity result,0fd5c0ab665f008bbd18b6ed0246ce24a375c8ba68e6f10a9a574c4008d902d2
PDCH\分患者分析\实验一\1全文未清洗直接评等级\012A_rating.json,分患者分析/实验一/1全文未清洗直接评等级/012A_rating.json,分患者分析,2989,2026-04-07T02:47:24.539924+00:00,selected_in_zip,early event/full-text scoring or similarity result,64a61b0c05659422663886a9259f8011faad1cf34a2eb85d1e0086bc7d9799d5
PDCH\分患者分析\实验一\1全文未清洗直接评等级\012B_rating.json,分患者分析/实验一/1全文未清洗直接评等级/012B_rating.json,分患者分析,2421,2026-04-07T02:47:19.588642+00:00,selected_in_zip,early event/full-text scoring or similarity result,849cad081e2df63bb0e2e5b3dbde026a0e0a4c96e7e5ab46dfac97df282d4310
PDCH\分患者分析\实验一\1全文未清洗直接评等级\013A_rating.json,分患者分析/实验一/1全文未清洗直接评等级/013A_rating.json,分患者分析,4842,2026-04-07T03:18:50.050044+00:00,selected_in_zip,early event/full-text scoring or similarity result,b1adc5a4193710c49e7691245540f8e0241e60818a7e22f094ff922949c345e9
PDCH\分患者分析\实验一\1全文未清洗直接评等级\013B_rating.json,分患者分析/实验一/1全文未清洗直接评等级/013B_rating.json,分患者分析,2296,2026-04-07T02:47:34.638084+00:00,selected_in_zip,early event/full-text scoring or similarity result,947267aa5974a86b86d75632157f77980161f512136c59ec61c7561309fce336
PDCH\分患者分析\实验一\1全文未清洗直接评等级\014A_rating.json,分患者分析/实验一/1全文未清洗直接评等级/014A_rating.json,分患者分析,3443,2026-04-07T02:47:41.668073+00:00,selected_in_zip,early event/full-text scoring or similarity result,f03b373014bafec1e5463469787e52c52a0a15f8e88c7e9d7beea707785bc5dc
PDCH\分患者分析\实验一\1全文未清洗直接评等级\014B_rating.json,分患者分析/实验一/1全文未清洗直接评等级/014B_rating.json,分患者分析,2207,2026-04-07T02:47:46.742319+00:00,selected_in_zip,early event/full-text scoring or similarity result,ff2e4ef4df18b3ed847809ff80172a242be3f441c2e9a12c5f5b46c5921b5da9
PDCH\分患者分析\实验一\1全文未清洗直接评等级\015A_rating.json,分患者分析/实验一/1全文未清洗直接评等级/015A_rating.json,分患者分析,2739,2026-04-07T02:52:49.231260+00:00,selected_in_zip,early event/full-text scoring or similarity result,779c6ea36c7e4e84f75b118dd8e3b9550d0b828cf5808342e3fe214b8a5e62b9
PDCH\分患者分析\实验一\1全文未清洗直接评等级\015B_rating.json,分患者分析/实验一/1全文未清洗直接评等级/015B_rating.json,分患者分析,2227,2026-04-07T02:48:14.851159+00:00,selected_in_zip,early event/full-text scoring or similarity result,4932dc29808ed0f96d2505feb18bdc162477cc8c43b63f2879a0b724630432da
PDCH\分患者分析\实验一\1全文未清洗直接评等级\016A_rating.json,分患者分析/实验一/1全文未清洗直接评等级/016A_rating.json,分患者分析,3578,2026-04-07T02:50:54.906958+00:00,selected_in_zip,early event/full-text scoring or similarity result,2ec51b1065244a23088bd54e1c53ddbe7b65da5d86e8c4b6ed7f797d27869b5a
PDCH\分患者分析\实验一\1全文未清洗直接评等级\016B_rating.json,分患者分析/实验一/1全文未清洗直接评等级/016B_rating.json,分患者分析,2968,2026-04-07T03:18:44.523072+00:00,selected_in_zip,early event/full-text scoring or similarity result,70828ff3f1d91bcad962a6e7b4faa2ce08731c54f08846239182eb5349d7bac7
PDCH\分患者分析\实验一\1全文未清洗直接评等级\017A_rating.json,分患者分析/实验一/1全文未清洗直接评等级/017A_rating.json,分患者分析,3166,2026-04-07T02:49:44.225779+00:00,selected_in_zip,early event/full-text scoring or similarity result,fa8f1acc1aed54f2d340d6e6715128ed6b5d67533cc67b9f8d45f0396fde5745
PDCH\分患者分析\实验一\1全文未清洗直接评等级\017B_rating.json,分患者分析/实验一/1全文未清洗直接评等级/017B_rating.json,分患者分析,2384,2026-04-07T02:48:33.151038+00:00,selected_in_zip,early event/full-text scoring or similarity result,84542c175d0e386664cc7b9a089bf348ba3c2d5ab1b9cb7bb1b6c06d423776ba
PDCH\分患者分析\实验一\1全文未清洗直接评等级\018A_rating.json,分患者分析/实验一/1全文未清洗直接评等级/018A_rating.json,分患者分析,3394,2026-04-07T02:48:48.394917+00:00,selected_in_zip,early event/full-text scoring or similarity result,05cf1eb712aace3d01f5650647f790cea2fbcc0a69d9fb4ec77fbdf3d9fac42f
PDCH\分患者分析\实验一\1全文未清洗直接评等级\018B_rating.json,分患者分析/实验一/1全文未清洗直接评等级/018B_rating.json,分患者分析,2506,2026-04-07T02:49:25.215846+00:00,selected_in_zip,early event/full-text scoring or similarity result,6e2a135ff485e9981ccd7a3cc3f234fdfe524b81672fc00215c0e254555350cc
PDCH\分患者分析\实验一\1全文未清洗直接评等级\019A_rating.json,分患者分析/实验一/1全文未清洗直接评等级/019A_rating.json,分患者分析,2519,2026-04-07T02:48:58.854172+00:00,selected_in_zip,early event/full-text scoring or similarity result,3b81fa2c1d8cdf2f2a4e4a2201e058ef0262a87a8c69ad095f178b7ee4661eec
PDCH\分患者分析\实验一\1全文未清洗直接评等级\019B_rating.json,分患者分析/实验一/1全文未清洗直接评等级/019B_rating.json,分患者分析,2685,2026-04-07T02:49:48.868684+00:00,selected_in_zip,early event/full-text scoring or similarity result,0a1c2933ab2df9450b2f69529c515239e358fbd9a68cab59c0c62a9ada5c644c
PDCH\分患者分析\实验一\1全文未清洗直接评等级\020A_rating.json,分患者分析/实验一/1全文未清洗直接评等级/020A_rating.json,分患者分析,3633,2026-04-07T02:50:01.053839+00:00,selected_in_zip,early event/full-text scoring or similarity result,d2715400e18bc821c9acd252c9f3bbe8b981501ff9fa36ed3270aa7aa49c7572
PDCH\分患者分析\实验一\1全文未清洗直接评等级\020B_rating.json,分患者分析/实验一/1全文未清洗直接评等级/020B_rating.json,分患者分析,2280,2026-04-07T02:55:00.961759+00:00,selected_in_zip,early event/full-text scoring or similarity result,f09d7b08b5beac6a8af9cfff9312fe973b356c2dc920674c489ad8fab021c267
PDCH\分患者分析\实验一\1全文未清洗直接评等级\021A_rating.json,分患者分析/实验一/1全文未清洗直接评等级/021A_rating.json,分患者分析,3539,2026-04-07T03:18:15.647657+00:00,selected_in_zip,early event/full-text scoring or similarity result,ba8a3c121706e2c74f31a1801d5bbe39f03142bd6bff766247083037d2820421
PDCH\分患者分析\实验一\1全文未清洗直接评等级\021B_rating.json,分患者分析/实验一/1全文未清洗直接评等级/021B_rating.json,分患者分析,2721,2026-04-07T02:52:36.058785+00:00,selected_in_zip,early event/full-text scoring or similarity result,7612c77abc90eb82a1659f48a6438371abd1ecdf36f65b4a7f2d1cb132b66f22
PDCH\分患者分析\实验一\1全文未清洗直接评等级\022A_rating.json,分患者分析/实验一/1全文未清洗直接评等级/022A_rating.json,分患者分析,4044,2026-04-07T02:53:08.309882+00:00,selected_in_zip,early event/full-text scoring or similarity result,1fbc0f36bfa427fc7a0ec6c0effc3f894377174ffac3719a42cc23fa9ab51d42
PDCH\分患者分析\实验一\1全文未清洗直接评等级\022B_rating.json,分患者分析/实验一/1全文未清洗直接评等级/022B_rating.json,分患者分析,2421,2026-04-07T02:53:03.463764+00:00,selected_in_zip,early event/full-text scoring or similarity result,15c2a0201abd5ca82a74ffa7f9ffe03f8da5355a7287c18785c9832546796657
PDCH\分患者分析\实验一\1全文未清洗直接评等级\023A_rating.json,分患者分析/实验一/1全文未清洗直接评等级/023A_rating.json,分患者分析,3672,2026-04-07T02:53:25.645805+00:00,selected_in_zip,early event/full-text scoring or similarity result,ea222ed02ec74aa0d107adfe4ecdfd298d09bb59453ef93eca4d84cf935cf133
PDCH\分患者分析\实验一\1全文未清洗直接评等级\023B_rating.json,分患者分析/实验一/1全文未清洗直接评等级/023B_rating.json,分患者分析,2529,2026-04-07T02:53:32.677294+00:00,selected_in_zip,early event/full-text scoring or similarity result,5c87c05bed6b34c55d7b5da5103c51c1359655a8a6a7230b1ef8c5ea4f78be74
PDCH\分患者分析\实验一\1全文未清洗直接评等级\024A_rating.json,分患者分析/实验一/1全文未清洗直接评等级/024A_rating.json,分患者分析,2930,2026-04-07T03:18:55.820221+00:00,selected_in_zip,early event/full-text scoring or similarity result,2f5c1b816bff7a4d10d312d4b5513ce997295206138e3bef390fc5bcc62e7c13
PDCH\分患者分析\实验一\1全文未清洗直接评等级\024B_rating.json,分患者分析/实验一/1全文未清洗直接评等级/024B_rating.json,分患者分析,2379,2026-04-07T02:53:42.778592+00:00,selected_in_zip,early event/full-text scoring or similarity result,baac761b24f7556365569c8ed8806fb9077553093c164f7842bc4055ed2aed9b
